500.631 1.16696
1002.24 1.11118
1500.83 1.0578
2003.01 1.00604
2500.01 0.956754
3000.23 0.909043
3500.48 0.863179
4004.35 0.818801
4504.86 0.776474
5002.46 0.73608
5504.06 0.697013
6000 0.659973
6500.95 0.624113
7001.25 0.589811
7501.55 0.556976
8000.03 0.525674
8503.81 0.495429
9002.47 0.466826
9505.7 0.439263
10001.1 0.413366
10500.2 0.388477
11000.2 0.364918
11504.3 0.337132
11512.3 0.336705
12000.2 0.311864
12506.3 0.288028
13002.5 0.266436
13507.8 0.246109
14004.3 0.227651
14502.5 0.210528
15009.3 0.19443
15502.8 0.179939
16000.6 0.166418
16505.4 0.153746
17010 0.142047
17506.4 0.131408
18502.3 0.11241
19007.9 0.103844
19509.1 0.0959975
20005.8 0.0888321
20501.2 0.082017
21007.9 0.0756011
21502.4 0.0698385
22003.9 0.0644552
22500.8 0.0595415
23001 0.0549838
23501 0.0507872
24003.8 0.0468985
24500.6 0.0433575
25004.5 0.0400457
25508.7 0.0369928
26002.5 0.0342349
26510 0.0316206
27000.8 0.0292874
27502.7 0.027085
28001 0.0250664
28511.1 0.0231603
29007.7 0.0214475
29505.3 0.0198624
30008.6 0.0183813
30500.2 0.0170444
31001 0.0157853
31510.3 0.0146027
32008.9 0.0135496
32513.3 0.0125002
33011.6 0.0115488
33503.9 0.0106851
34009.8 0.00986973
34513.8 0.0091235
35008.5 0.00845008
35510.8 0.00782061
36006.8 0.0072485
36502 0.00672192
37015.6 0.00621908
37508.3 0.00577468
38000.2 0.00536495
38509 0.00497388
39004.7 0.00462229
39504.4 0.00429476
40001.3 0.00399381
40514.4 0.00370672
41012 0.00344947
41510 0.00321114
42004.1 0.00299216
42509.2 0.00278484
43003.4 0.00259689
43507.9 0.00241908
44010 0.00225505
44512.7 0.00210279
45013.3 0.00196211
45500.2 0.00183496
46006.6 0.00171211
46506.8 0.0015994
47008.2 0.00148911
47502.3 0.00140036
48012.5 0.00131427
48504.5 0.00123628
49006.3 0.00116151
49512.6 0.00109068
50013.8 0.00102481
50510.1 0.000963515
51002.2 0.000902516
51505.5 0.000852251
52002.4 0.000805155
52503.4 0.00076008
53004.5 0.000717313
53509.5 0.000676449
54013.1 0.000637829
54504.5 0.000602093
55007.8 0.000567398
55506.3 0.000534838
56010.1 0.000503679
56507.7 0.000474541
57002.6 0.000447091
57500.1 0.000420973
58509.8 0.000372187
59002.3 0.00035032
59500.5 0.000329398
60003.6 0.000309433
60500.4 0.000290808
61002.8 0.000273022
61501.6 0.000256349
62001.1 0.000240592
62013 0.000240226
62503.5 0.000225639
63004 0.000211591
63507.2 0.000198274
64002.5 0.000185922
64506.4 0.000174077
65000.1 0.000163146
65502 0.00015268
66002.6 0.000142853
66504.9 0.000133578
67008.7 0.00012483
67504 0.000116742
68008.8 0.000108995
68504.7 0.000101844
69004.7 9.50692e-005
69508.1 8.8667e-005
70007.4 8.27083e-005
70505.5 7.71307e-005
71005.4 7.20999e-005
71500.2 6.70809e-005
72000 6.23455e-005
72510.2 5.78378e-005
73004.9 5.37605e-005
73505.7 4.99098e-005
74008.1 4.63082e-005
74508.5 4.29646e-005
75004.9 3.98729e-005
75506.4 3.69632e-005
76001.3 3.42877e-005
76502 3.17673e-005
77002.1 2.94241e-005
77503.8 2.72376e-005
78001.9 2.52187e-005
78507.4 2.33138e-005
79005.7 2.15692e-005
79501.9 1.99546e-005
80003.7 1.84377e-005
80503.5 1.7035e-005
81003.7 1.57319e-005
81503.2 1.45247e-005
82001.2 1.34082e-005
82503.7 1.23636e-005
83006.6 1.1395e-005
83501.8 1.05113e-005
84002.6 9.68324e-006
84502.5 8.91814e-006
85000.8 8.21236e-006
85506.4 7.5562e-006
86004.7 6.91043e-006
86500.7 6.35359e-006
87001.1 5.79199e-006
87505.1 5.31783e-006
88001.6 4.85088e-006
88505.5 4.45348e-006
89003.8 4.06103e-006
89502.8 3.7311e-006
90004.6 3.62782e-006
90505.6 3.29786e-006
91005.3 2.99851e-006
91500.9 2.72842e-006
92003.4 2.47941e-006
92500.3 2.2557e-006
93001.6 2.05063e-006
93502.5 1.86457e-006
94000.3 1.69664e-006
94505 1.54212e-006
95000 1.40454e-006
95503.2 1.27756e-006
96003.8 1.16294e-006
96502.6 1.05928e-006
97004.3 9.64662e-007
97501.9 8.79458e-007
98001.3 8.01814e-007
98502.6 7.31065e-007
99002.4 6.67024e-007
99500.6 6.09033e-007
