-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0
0.25,-10.0
0.00106,0.00035,-0.00040,-0.00122,-0.00190,-0.00250,-0.00298,-0.00265,-0.00128,-0.00099
-0.00043,0.00037,0.00138,0.00264,0.00328,0.00344,0.00352,0.00352,0.00344,0.00330
0.25,-5.0
0.00048,-0.00028,-0.00100,-0.00170,-0.00205,-0.00280,-0.00310,-0.00270,-0.00220,-0.00210
-0.00032,0.00046,0.00147,0.00278,0.00342,0.00358,0.00367,0.00366,0.00359,0.00331
0.25,0.0
-0.00002,-0.00077,-0.00147,-0.00202,-0.00242,-0.00310,-0.00330,-0.00320,-0.00300,-0.00300
-0.00022,0.00055,0.00160,0.00301,0.00356,0.00371,0.00378,0.00377,0.00373,0.00362
0.25,5.0
-0.00050,-0.00130,-0.00203,-0.00262,-0.00300,-0.00349,-0.00380,-0.00345,-0.00350,-0.00350
-0.00002,0.00075,0.00177,0.00324,0.00371,0.00385,0.00394,0.00395,0.00387,0.00377
0.25,10.0
-0.00080,-0.00162,-0.00242,-0.00322,-0.00380,-0.00390,-0.00400,-0.00360,-0.00360,-0.00360
-0.00001,0.00085,0.00210,0.00353,0.00394,0.00408,0.00414,0.00414,0.00408,0.00397
0.25,13.0
-0.00102,-0.00183,-0.00268,-0.00376,-0.00442,-0.00444,-0.00412,-0.00372,-0.00372,-0.00372
0.0,0.00097,0.00237,0.00364,0.00404,0.00419,0.00424,0.00424,0.00420,0.00409
0.25,15.0
-0.00116,-0.00198,-0.00288,-0.00410,-0.00482,-0.00478,-0.00420,-0.00380,-0.00380,-0.00380
0.00001,0.00108,0.00260,0.00372,0.00410,0.00424,0.00429,0.00428,0.00428,0.00416
0.25,20.0
-0.00140,-0.00238,-0.00350,-0.00452,-0.00520,-0.00510,-0.00410,-0.00350,-0.00360,-0.00350
0.00001,0.00142,0.00342,0.00413,0.00424,0.00425,0.00429,0.00429,0.00425,0.00415
0.25,25.0
-0.00125,-0.00211,-0.00320,-0.00430,-0.00490,-0.00450,-0.00375,-0.00270,-0.00250,-0.00250
0.00001,0.00171,0.00427,0.00448,0.00433,0.00414,0.00399,0.00383,0.00361,0.00331
0.40,-10.0
0.00106,0.00035,-0.00040,-0.00122,-0.00190,-0.00250,-0.00298,-0.00265,-0.00128,-0.00099
-0.00043,0.00037,0.00138,0.00264,0.00328,0.00344,0.00352,0.00352,0.00344,0.00330
0.40,-5.0
0.00048,-0.00028,-0.00100,-0.00170,-0.00205,-0.00280,-0.00310,-0.00270,-0.00220,-0.00210
-0.00032,0.00046,0.00147,0.00278,0.00342,0.00358,0.00367,0.00366,0.00359,0.00331
0.40,0.0
-0.00002,-0.00077,-0.00147,-0.00202,-0.00242,-0.00310,-0.00330,-0.00320,-0.00300,-0.00300
-0.00022,0.00055,0.00160,0.00301,0.00356,0.00371,0.00378,0.00377,0.00373,0.00362
0.4,5.0
-0.00050,-0.00130,-0.00203,-0.00262,-0.00300,-0.00349,-0.00380,-0.00345,-0.00350,-0.00350
-0.00002,0.00075,0.00177,0.00324,0.00371,0.00385,0.00394,0.00395,0.00387,0.00377
0.4,10.0
-0.00080,-0.00162,-0.00242,-0.00322,-0.00380,-0.00390,-0.00400,-0.00360,-0.00360,-0.00360
-0.00001,0.00085,0.00210,0.00353,0.00394,0.00408,0.00414,0.00414,0.00408,0.00397
0.4,13.0
-0.00102,-0.00183,-0.00268,-0.00376,-0.00442,-0.00444,-0.00412,-0.00372,-0.00372,-0.00372
0.0,0.00097,0.00237,0.00364,0.00404,0.00419,0.00424,0.00424,0.00420,0.00409
0.4,15.0
-0.00116,-0.00198,-0.00288,-0.00410,-0.00482,-0.00478,-0.00420,-0.00380,-0.00380,-0.00380
0.00001,0.00108,0.00260,0.00372,0.00410,0.00424,0.00429,0.00428,0.00428,0.00416
0.4,20.0
-0.00140,-0.00238,-0.00350,-0.00452,-0.00520,-0.00510,-0.00410,-0.00350,-0.00360,-0.00350
0.00001,0.00142,0.00342,0.00413,0.00424,0.00425,0.00429,0.00429,0.00425,0.00415
0.4,25.0
-0.00125,-0.00211,-0.00320,-0.00430,-0.00490,-0.00450,-0.00375,-0.00270,-0.00250,-0.00250
0.00001,0.00171,0.00427,0.00448,0.00433,0.00414,0.00399,0.00383,0.00361,0.00331
8.0,-10.0
-0.00034,-0.00032,-0.00030,-0.00029,-0.00028,-0.00025,-0.00022,-0.00020,-0.00018,-0.00016
0.00013,0.00026,0.00042,0.00053,0.00060,0.00051,0.00034,0.00030,0.00035,0.00042
8.0,-5.0
-0.00028,-0.00026,-0.00024,-0.00024,-0.00022,-0.00019,-0.00017,-0.00017,-0.00014,-0.00012
0.00007e0.00017,0.00028,0.00039,0.00050,0.00045,0.00026,0.00027,0.00030,0.00034
8.0,0.0
-0.00021,-0.00019,-0.00017,-0.00017,-0.00015,-0.00012,-0.00010,-0.00011,-0.00008,-0.00006
0.00003,0.00012,0.00020,0.00031,0.00042,0.00041,0.00025,0.00030,0.00035,0.00042
8.0,5.0
-0.00013,-0.00008,-0.00006,-0.00007,-0.00006,-0.00003,-0.00001,0.0,0.00002,0.00003
0.00003,0.00012,0.00020,0.00029,0.00036,0.00037,0.00031,0.00039,0.00051,0.00066
8.0,10.0
-0.00006,0.00002,0.00004,0.00004,0.00003,0.00005,0.00008,0.00010,0.00012,0.00012
