-11.7,-5.0,0.0,5.0,10.0,16.3,22.5
0.25,-10.0
-0.03407,-0.01430,0.0,0.01349,0.02692,0.04392,0.07780
0.00780,0.00197,0.0,0.00238,0.00475,0.00774,0.01372
0.01470,0.00670,0.0,-0.00990,-0.02000,-0.03110,-0.0830
0.25,-5.0
-0.03291,-0.01398,0.0,0.01382,0.02752,0.04474,0.07801
0.00675,0.00185,0.0,0.00004,0.00157,0.00464,0.01014
0.01530,0.00690,0.0,-0.00940,-0.01930,-0.03100,-0.04050
0.25,0.0
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07780
0.00590,0.00170,0.0,-0.00054,0.00013,0.00300,0.00820
0.01580,0.00710,0.0,-0.00900,-0.01860,-0.03100,-0.04240
0.25,5.0
-0.03187,-0.01372,0.0,0.01382,0.02774,0.04567,0.07770
0.00522,0.00145,0.0,-0.00042,0.00025,0.00340,0.00825
0.01700,0.00820,0.0,-0.00924,-0.01660,-0.03050,-0.04500
0.25,10.0
-0.03180,-0.01376,0.0,0.01396,0.02912,0.04663,0.07782
0.00510,0.00135,0.0,-0.00032,0.00048,0.00417,0.00943
0.01900,0.00800,0.0,-0.00880,-0.01800,-0.03070,-0.04530
0.25,15.0
-0.03109,-0.01365,0.0,0.01409,0.02866,0.04815,0.07719
0.00838,0.00235,0.0,-0.00073,0.00029,0.00506,0.01203
0.01810,0.00820,0.0,-0.00970,-0.01900,-0.03090,-0.04500
0.25,20.0
-0.03005,-0.01346,0.0,0.01426,0.02938,0.05017,0.07762
0.01158,0.00334,0.0,-0.00116,-0.00001,0.00568,0.01474
0.01900,0.00850,0.0,-0.00900,-0.01820,-0.03040,-0.04200
0.25,25.0
-0.02593,-0.01312,0.0,0.01411,0.02927,0.05047,0.07861
0.01415,0.00450,0.0,-0.00240,-0.00257,0.00129,0.00792
0.01900,0.00850,0.0,-0.00900,-0.01820,-0.03040,-0.04200
0.40,-10.0
-0.03407,-0.01430,0.0,0.01349,0.02692,0.04392,0.07780
0.00780,0.00197,0.0,0.00238,0.00475,0.00774,0.01372
0.01490,0.00710,0.0,-0.00970,-0.01950,-0.03100,-0.04010
0.40,-5.0
-0.03291,-0.01398,0.0,0.01382,0.02752,0.04474,0.07801
0.00675,0.00185,0.0,0.00004,0.00157,0.00464,0.01014
0.01550,0.00730,0.0,-0.00930,-0.01880,-0.03110,-0.04230
0.40,0.0
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07780
0.00522,0.00145,0.0,-0.00042,0.00026,0.00340,0.00825
0.01600,0.00750,0.0,-0.00890,-0.01810,-0.03110,-0.04420
0.40,5.0
-0.03187,-0.01372,0.0,0.01382,0.02774,0.04567,0.07770
0.00522,0.00145,0.0,-0.00042,0.00026,0.00340.0.00825
0.01720,0.00750,0.0,-0.00924,-0.01880,-0.03130,-0.04660
0.40,10.0
-0.03187,-0.01376,0.0,0.01396,0.02812,0.04663,0.07782
0.00510,0.00135,0.0,-0.00032,0.00048,0.00417,0.00943
0.01900,0.00867,0.0,-0.00925,-0.01890,-0.03170,-0.04600
0.40,15.0
-0.03109,-0.01365,0.0,0.01409,0.02866,0.04815,0.07719
0.00838,0.00235,0.0,-0.00073,0.00029,0.00506,0.01203
0.01900,0.00860,0.0,-0.00947,-0.01910,-0.03190,-0.04610
0.40,20.0
-0.03005,-0.01346,0.0,0.01426,0.02938,0.05017,0.07762
0.01158,0.00334,0.0,-0.00116,-0.00001,0.00568,0.01474
0.02000,0.00890,0.0,-0.0910,-0.01870,-0.03100,-0.04310
0.40,25.0
-0.02893,-0.01312,0.0,0.01411,0.02927,0.05047,0.07861
0.01415,0.00450,0.0,-0.00240,-0.00257,0.00129,0.00792
0.02000,0.00890,0.0,-0.00910,-0.01870,-0.03100,-0.04310
0.60,-10.0
-0.02116,-0.01078,0.0,0.01550,0.03210,0.05318,0.07416
0.00541,0.00107,0.0,0.00273,0.00566,0.00938,0.01308
0.01800,0.00835,0.0,-0.00942,-0.01963,-0.03400,-0.04900
0.60,-5.0
-0.02050,-0.01058,0.0,0.01525,0.03201,0.05332,0.07446
0.00548,0.00138,0.0,0.00010,0.00147,0.00548,0.01234
0.01814,0.00840,0.0,-0.00946,-0.01968,-0.03406,-0.04905
0.60,0.0
-0.02267,-0.01112,0.0,0.01455,0.03053,0.05111,0.07182
0.00563,0.00144,0.0,-0.00008,0.00125,0.00530,0.01202
0.01790,0.00831,0.0,-0.00942,-0.01993,-0.03394,-0.04880
0.60,5.0
-0.02361,-0.01142,0.0,0.01363,0.02925,0.05112,0.07484
0.00552,0.00138,0.0,-0.00003,0.00138,0.00561,0.01256
0.01896,0.00872,0.0,-0.00968,-0.02030,-0.03487,-0.05045
0.60,10.0
-0.02434,-0.01171,0.0,0.01458,0.03068,0.05181,0.07345
0.00455,0.00106,0.0,0.00015,0.00172,0.00573,0.01184
0.02012,0.00905,0.0,-0.00978,-0.02024,-0.03428,-0.04857
0.60,15.0
-0.02661,-0.01258,0.0,0.01481,0.03133,0.05347,0.07651
0.00250,0.00011,0.0,0.00146,0.00437,0.00959,0.01625
0.02133,0.00952,0.0,-0.01014,-0.02087,-0.03512,-0.04990
0.60,20.0
-0.02818,-0.01326,0.0,0.01589.0.03316,0.05578,0.07884
-0.00038,-0.00082,0.0,0.00294,0.00595,0.00949,0.01281
0.02300,0.00997,0.0,-0.01012,-0.02038,-0.03400,-0.04900
0.60,25.0
-0.02980,-0.01395,0.0,0.01629,0.03426,0.05809,0.08251
-0.00155,-0.00111,0.0,0.00155,0.00455,0.00822,0.01223
0.02400,0.01030,0.0,-0.01033,-0.02067,-0.03400,-0.05000
0.80,-10.0
-0.02634,-0.01240,0.0,0.01502,0.03135,0.05231,0.07336
0.00551,0.00111,0.0,0.00265,0.00553,0.00922,0.01294
0.02000,0.00944,0.0,-0.01157,-0.02403,-0.04000,-0.05600
0.80,-5.0
-0.02561,-0.01220,0.0,0.01528,0.03176,0.05273,0.07358
0.00608,0.00148,0.0,0.00028,0.00217,0.00675,0.01367
0.02017,0.00948,0.0,-0.01136,-0.02376,-0.03986,-0.05615
0.80,0.0
-0.02630,-0.01238,0.0,0.01515,0.03139,0.05215,0.07291
0.00735,0.00144,0.0,0.00319,0.00830,0.01291,0.01494
0.02040,0.00964,0.0,-0.01225,-0.02523,-0.04092,-0.05562
0.80,5.0
